Source,Target
Operations - India,Step12-DO/PO Generation
Operations - India,Step13-Disbursement Process
Operations - India,Upload cancellation transaction data and UMRN
Operations - India,Upload eMandate details to eNACH E-mandate portal
Operations - India,Validate cancellation transaction data
Operations - Turkey,Compliance
Operations - Turkey,Credit Analysis &Decisioning
Operations - Turkey,Digital Archive
Operations - Turkey,Document Management System
Operations - Turkey,End of Term Customers: Automated Follow-Up
Operations - Turkey,Manual Follow-Up Files that can be Automated
Operations - Turkey,Renew Offer
Operations - Turkey,Reports to the Regulator
Operations - Turkey,Review Application
Operations Director,200 Core Functions
Operations Director,250 Contract End and Asset Management
Operations Director,252 Remarketing
Operations Director,252:2 Monitor Remarketing Efficiency
Operations Manager,200 Core Functions
Operations Manager,230 Contract Initiation
Operations Manager,231 Preparing Contract
Operations Manager,231:1 Approve Contract Documents (Retail)
Operations Manager,232 Activating Contract
Operations Manager,232:1 Approve Contract Activation (Retail)
Operations Manager,232:4 Approve Dealers Documents
Operations Manager,232:5 Approve Asset Activation(Wholesale)
Operations Manager,240 Contract Administration
Operations Manager,241 Collateral Administration
Operations Manager,241:1 Secure Contract Documentation
Operations Manager,241:2 Verify Asset Registration
Operations Manager,241:3 Maintain Current Insurance
Operations Manager,241:4 Approve Release of Contract Documents
Operations Manager,242 Invoicing and Payment Allocation
Operations Manager,242:1 Verify Invoices
Operations Manager,244 Inventory Audits (Wholesale)
Operations Manager,244:1 Approve Audit Plan
Operations Manager,244:2 Approve Inventory Audit Report
Operations Manager,253 Contract Termination
Operations Manager,253:1 Approve Early Termination Amount
Operations Officer - Australia,1.05 VFS Input Invoice to SouthPac
Operations Officer - Australia,1.06 Unit Creation and Interest Rate Definition
Operations Officer - Australia,2.04 Update Dealer Credit Limit in SouthPac
Operations Officer - Australia,2.5 Post Settlement Stage
Operations Officer - Australia,2.5.01 Operation Manager to Execute Original Documents
Operations Officer - Australia,2.5.02 Scan and PDF Executed Contract and Approval Conditions and save in Customer Folder
Operations Officer - Australia,2.5.03 Copy Executed Contract and Send to Customer via Email
Operations Officer - Australia,3.1 Modification Workflow
Operations Officer - Australia,3.1.07 Documentation Completed & Executed by all Parties
Operations Officer - Australia,3.1.08 Modification Processed in SouthPac
Operations Officer - Australia,3.2 Variation Workflow (Change Borrower/Guarantor)
Operations Officer - Australia,3.2.03 VFS Operation Review and Approve the Request (including AML/KYC)
Operations Officer - Australia,3.2.04 VFS prepare 3.assignment documents (old to new borrower)
Operations Officer - Australia,3.2.05 Documentation Completed & Executed by all Parties
Operations Officer - Australia,3.2.06 Change Processed in SouthPac
Operations Officer - Australia,3.3 Due-Date Change Workflow
Operations Officer - Australia,3.3.02 VFS processes the request only if the contract is current state and 3.payment is up-to-date
Operations Officer - Australia,3.3.04 The new due date will be effective from next term
Operations Officer - Australia,3.4 Change Payment Detail Workflow
Operations Officer - Australia,3.4.03 VFS process the payment detail change in Southpac
Operations Officer - Australia,3.5 Customer Contact Information Change Workflow
Operations Officer - Australia,3.5.03 VFS process 3.the payment detail change in Southpac
Operations Officer - Australia,3.6 Early-Termination Workflow
Operations Officer - Australia,3.6.02 VFS Calculate the ET Quotation in Southpac
Operations Officer - Australia,3.6.03 VFS prepare ET document manually (MS Word) and send to Customer
Operations Officer - Australia,3.6.05 VFS Process the Early Termination in Southpac
Operations Officer - Australia,3.6.06 Calculate Subsidy Amortization for ET offline
Operations Officer - Australia,3.7 Customer Request Statement Workflow
Operations Officer - Australia,3.7.02 VFS Generates statement document in Southpac (HTML format)
Operations Officer - Australia,3.7.03 VFS Create statement in PDF format using Macro
Operations Officer - Australia,3.7.04 VFS Send Created statement document to Customer
Operations Officer - Australia,3.8 Customer Request Payment Schedule Workflow
Operations Officer - Australia,3.8.02 VFS Generates document in Southpac (HTML format)
Operations Officer - Australia,3.8.03 VFS Create document in PDF format using Macro
Operations Officer - Australia,3.8.04 VFS Send Created Payment Schedule to Customer
Operations Officer - Australia,4.2.05 Refer to Credit Risk / Operations Manager for Repossession Approval. Allocation of Specific Provision and Non Accrual
Operations Reports (AFC) QlikView,CMS Log Report
Operations Reports (AFC) QlikView,Insurance_Renewal_Status_List
Operations Reports (AFC) QlikView,Original_Load_Docs_Issue_List
Operations Reports (AFC) QlikView,Original_Package_Docs_Pending
Operations Reports (AFC) SSRS,Daily_Retail_Collection_Form
Operations Reports (AFC) SSRS,Disbursement_Summary_Report
Operations Reports (AFC) SSRS,Leasing_Documentation_Tracking_List
Operations Reports (AFC) SSRS,Maturity_Contract_Status_for_Operation
Operations Reports (AFC) SSRS,OPAC_Report
Operations Reports (FLC) QlikView,CMS Log Report
Operations Reports (FLC) QlikView,Insurance Renewal Status List
Operations Reports (FLC) QlikView,Maturity Contract Status
Operations Reports (FLC) QlikView,Mortage Status List
Operations Reports (FLC) QlikView,Original Docs In & Out Tracking
Operations Reports (FLC) QlikView,Original Load Docs Issue List
Operations Reports (FLC) QlikView,Original Package Docs Pending
Operations Reports (FLC) SSRS,OPAC_Report
Oracle19c-EAST-AFC-UAT,114632_VFS China EAST
Oracle19c-EAST-AFC-UAT,Kettle ETL
Order Equipment,Start Purchase of VFS Finance Product
Organization,Account
Organization,Cooperative Institution
Organization,Employee
Organization,Shareholder
Organization Information,金融机构分支信息表Financial institution branch information
Organization Information,金融机构法人信息表Legal person of financial institution
Original AD Related Data,China-Document-Manager
Original AD Related Data,GPS WHPosition Search (AFC)
Original AD Related Data,GPS WHPosition Search (FLC)
Original AD Related Data,IN_Credit_APP (AFC)
Original AD Related Data,IN_Credit_APP (FLC)
Original AD Related Data,META_DEALER (AFC)
Original AD Related Data,META_DEALER (FLC)
Original AD Related Data,META_INDUSTRYGRP (AFC)
Original AD Related Data,META_INDUSTRYGRP (FLC)
Original AD Related Data,META_MOB (AFC)
Original AD Related Data,META_MOB (FLC)
Original AD Related Data,META_MODEL (AFC)
Original AD Related Data,META_MODEL (FLC)
Original AD Related Data,META_PORTFOLIO (AFC)
Original AD Related Data,META_PORTFOLIO (FLC)
Originations,Get Financing for Equipment
Originations Blueprint,019222_VFS Connect
Originations Blueprint,025276_PBOC-CCR
Originations Blueprint,057227_India VFSOne LOS
Originations Blueprint,076774_CCX - China ChengXin
Originations Blueprint,076782_SDZB - Transino
Originations Blueprint,081020_VFS Korea iFIS-Origination
Originations Blueprint,098738_VFS Korea CMI
Originations Blueprint,103858_uPilot
Originations Blueprint,106333_India e-Sign
Originations Blueprint,111257_China-E-Signature
Originations Blueprint,113823_CN Contract Signing Witness
Originations Blueprint,115007_India Credit Portal
Originations Blueprint,122603_Financial Spreading - Region Int.
Originations Blueprint,122764_VFS China DSG
Originations Blueprint,AML Service
Originations Blueprint,AML solution
Originations Blueprint,AML validation
Originations Blueprint,Asset master data solution
Originations Blueprint,Assets lookup
Originations Blueprint,Automatically calculate credit decision
Originations Blueprint,Calculate customer scorecard
Originations Blueprint,Calculating pricing matrix
Originations Blueprint,Collect and calculate grades
Originations Blueprint,Contract initiation
Originations Blueprint,Cost of funds data master solution
Originations Blueprint,Cost of funds lookup
Originations Blueprint,Credit approval orchestration
Originations Blueprint,Customer search in credit bureau
Originations Blueprint,Dealer front-end
Originations Blueprint,Default pricing configuration
Originations Blueprint,Document archiving solution
Originations Blueprint,Documents lookup
Originations Blueprint,e-signing solution
Originations Blueprint,Financial product catalogue solution
Originations Blueprint,Financial products lookup
Originations Blueprint,Internal use front-end
Originations Blueprint,Internal User Frontend
Originations Blueprint,KYC questions configuration
Originations Blueprint,Payment schedule generation
Originations Blueprint,Payment schedule solution
Originations Blueprint,Pricing approval orchestration
Originations Blueprint,Quotation
Originations Blueprint,Quotation Service
Originations Blueprint,Risk assessment
Originations tool,Automated credit decision (approved/deferred)
Originations tool,CMS event broker
Originations tool,Contract initiation
Originations tool,Customer data master solution
Originations tool,"Customer name, VAT, address, customer group data, ..."
Originations tool,Customer relationship data mastering and management
Originations tool,Dealer front-end
Originations tool,Emailing files
Originations tool,e-signing solution
Originations tool,Internal use front-end
Originations tool,Printing files
Originations tool,Quotation
Originations tool,Risk assessment
Originations tool,"VFS customer grade, CB customer grade, customer scorecard, customer grade report, CB report"
Originations tool customer data provider,Originations tool
Originations tool data pond,Originations tool
Other Value-Added Services (China),Accessory Financing
Other Value-Added Services (China),Customized Financial Products
Other Value-Added Services (China),Financial Products (China)
Other Value-Added Services (China),Insurance Services
Other Value-Added Services (China),WeChat Official Account
Outbound call customer,Customer answer call
Outlook,Accountant to get authorized signatures
Outlook,Get notice from accountant about treasury activity
Outlook,Login outlook to receive approval emails
Outlook,Obtain approved OPAC from through email
Outlook,Payment Process
Outlook,Receive accounting entry request by email with approval attached
Outlook,Review daily cash flow
Outlook,Send email to accountant for next step and get reply
Outlook,Send email to Treasury Analyst and get reply
Outlook,Send to bank paper instruction
Output-QlikView (China),Collection Reports (AFC) QlikView
Output-QlikView (China),Collection Reports (FLC) QlikView
Output-QlikView (China),Operations Reports (AFC) QlikView
Output-QlikView (China),Operations Reports (FLC) QlikView
Outputs for Global,082497_VFS DBB (Data Backbone)
Outputs for Global,ASSET (FLC)
Outputs for Global,CONTRACT
Outputs for Global,Person Org
Outputs for Global,PERSONORGANIZATION
Outputs for Global,REPOSSESSION (CHN FLC/KOR/IND)
Outputs for Global,REPOSSESSION (IND)
Outputs for Global,RESTRUCTURING
Output-SSRS (China),Accouting Reports (AFC) SSRS
Output-SSRS (China),Accouting Reports (FLC) SSRS
Output-SSRS (China),Business Reports (FLC) SSRS
Output-SSRS (China),Collection Reports (AFC) SSRS
Output-SSRS (China),Collection Reports (FLC) SSRS
Output-SSRS (China),Credit Reports (AFC) SSRS
Output-SSRS (China),Credit Reports (FLC) SSRS
Output-SSRS (China),Operations Reports (AFC) SSRS
Output-SSRS (China),Operations Reports (FLC) SSRS
Output-SSRS (China),Telematics Reports (AFC) SSRS
Output-SSRS (China),Telematics Reports (FLC) SSRS
OWNERSHIP AND RE-PURCHASE,Contract Lifecycle
OWNERSHIP AND RE-PURCHASE,End of Term & Repurchase
OWNERSHIP AND RE-PURCHASE,Planning
Package Audit - US/CA,Communicate Gaps to DFM / Dealer - US/CA
Package Audit - US/CA,Prep for Payment and Booking - US/CA
Package PBOC Reports - China,Submit To PBOC - China
Parallel work flow based,"Ability to initiate FI for selected customers, receive FI report from agency and trigger deviation to approving authorities if any"
Parametrization required for adding any other fields in future,"Ability to pass entries for Loan Origination (Processing Fees, Margin Money, Security Deposit, Subvention/ Discounts, Stamp Duty), Operating Lease (income recognition), Bundling and Value Added Services (Insurance, Maintenance, etc.), Disbursement, Billing, Receipts, Bounce, Monthly Interest  Accruals and Reversal of Monthly Interest Accruals, Income Amortization, Repossession, Repo sale, Restructure, Reschdulement, Foreclosure, Part Payment Receipt, Dealer / DSA Commission, Write-off, NPA to regular, Regular to NPA, Settlement, Securitization, Co-lending, TDS Receivable, TCS Payable, GST (for all entries)"
Parent Deal / Takedown - NA,L3 Credit Request Types
Parts & Workshop Services Financing,NATS-North American Transaction Services
Parts and Services Financing,PSF-01 Receive Pricing Agreement Structure
Parts and Services Financing,PSF-02 VFS Request Credit Check
Parts and Services Financing,PSF-03 Driver Orders Parts & Servicing
Parts and Services Financing,PSF-04 Validate PO within Guidelines
Parts and Services Financing,PSF-05 Dealer Invoices VFS - Daily
Parts and Services Financing,PSF-06 VFS Create Payable to Dealer; Receivable to Customer
Parts and Services Financing,PSF-07 VFS Pays Drivers (-x%) within 2 Days
Parts and Services Financing,PSF-08 Customer can Access Online Statement
Parts and Services Financing,PSF-09 Customer Pays Monthly
Parts and Services Financing,VFS Earns Benefits
Pay Reimbursement,Reimbursement Completed
Payer ID and Contract information,Contract info from CMS
Payer ID and Contract information,Customer payment banking information
Payer ID and Contract information,REST API
PAYMENT,General Ledger
Payment Clearing - China,"12.01 User can upload bank receipt records and down load allocation remittance report based on the configured rules. (Single payment allocated to mutipule contracts, and synchronized to CMS.)"
Payment Clearing - China,L3 Customer Payment Management
Payment for Rental,Collect(download) Payment Statement from bank website manually
Payment for Rental,Generate Payment Statement
Payment Info from CITI bank,MT940
Payment Info from CITI bank,MT942
Payment Plan,Interest Rate
Payment Plan,Rental(Principal + Interest)
Payment schedule,""
Payment schedule calculator,Payment schedule generation
Payment schedule generation,Dealer quotation back-end
Payment schedule generation,Originations tool
Payment schedule solution,Originations tool
Payment schedule solution,Payment schedule generation
Payment Statement,GIBIS(SFTP->MQ)
Payment Statement,MQ
Payment Statement,Payment Info from CITI bank
Payment Statement Management,037469_VGIP_GEBIS
PBOC AML Monitoring Center,China Financing Industry Inter-Connecting Platform
PBOC Credit Service,076782_SDZB - Transino
"PBOC IMAS : Standard, Specification and Guidelines",利率报备监测分析系统 报表数据采集规范V1.0.1
"PBOC IMAS : Standard, Specification and Guidelines",利率报备监测分析系统数据报送标准V1.0.0
"PBOC IMAS : Standard, Specification and Guidelines",利率报备监测分析系统数据校验规则
"PBOC IMAS : Standard, Specification and Guidelines",数据交换管理平台接入互联规范V1.1.2
PBOC Needs Financial Company to Implement Dedicated AML System,L2 Market Regulation Compliance
PBOC Related,China-Document-Manager
PBOC Standalone PC,PBOC Site
PBOC<CI>,SDZB_PC2_Prod
People,Data
People,VFS Credit & Risk
People,VFS Operations
Perform Authentication from Destination Bank,Validate and generate corresponding  mandate files
Perform On-site DD Authorization,DD Authorization Is Done
Perform Testing - India,130:3 Approve Master Data Changes
Performance Analysis,Business Rules Analysis
Performance Analysis,Credit Risk Business Engine
Perfrom Termination,Termination Completed
PERSON - Body Injury,""
Personal Retail Customer,Related Person
Personal Retail Customer,Retail Loan Contract
Phase 1 - Build Up Credit Portal,Phase 2 - Integration between Credit Portal and LOS
Phase 1 Rollout (Manually Entry),120010_VFS Financial Spreading
Phase 1 Rollout (Manually Entry),Implementation and Migration Phase
Phase 1 Rollout (Manually Entry),Maintain Automatic Financial Spreading Platform
Phase 1 Rollout (Manually Entry),Phase 1.5 SSO Authentication
Phase 1 Rollout (Manually Entry),Phase 2 Rollout (Scanning Solution / Dealer Template)
Phase 1.5 SSO Authentication,Phase 2 Rollout (Scanning Solution / Dealer Template)
Phase 2 - Integration between Credit Portal and LOS,Phase 3 - Align with AML and ACE Platform
Phase 2 Rollout (Scanning Solution / Dealer Template),120010_VFS Financial Spreading
Phase 2 Rollout (Scanning Solution / Dealer Template),Implementation and Migration Phase
Phase 2 Rollout (Scanning Solution / Dealer Template),Maintain Automatic Financial Spreading Platform
Phase 2 Rollout (Scanning Solution / Dealer Template),Phase 3 Integration with DBB
Phase 3 Integration with DBB,120010_VFS Financial Spreading
Phase 3 Integration with DBB,Implementation and Migration Phase
Phase 3 Integration with DBB,Maintain Automatic Financial Spreading Platform
Phase Out RiskAnalyst,019226_VFS Americas Risk Analyst
Phase Out RiskAnalyst,Develop Manual Spreadsheet Based Tool
Phase Out RiskAnalyst,Start State
Phase Out Spreadsheet Based Tool,Spreadsheet based Financial Spreading Tool
Phase Out Spreadsheet Based Tool,Target State
Phone Collection - China,"01.01 Phone collector can view daily work in work queue. Manger can config the allocation rules in system, and then system do allocation for each user automatically. Allocation to be done each day."
Phone Collection - China,"01.02 User can make phone calls automatically, system allow user to dail automatically"
Phone Collection - China,01.03 User can input phone call comments (logs). allow users to capture comments about the  conversation. User can view all the previous comments .
Phone Collection - China,"01.06 Overdue customer phone collection, if the contract is overdue, user will do phone collection"
Phone Collection - China,11.01 Collection manager expect system provide monthly work assignment (work assignment of each person on the first working day of each month)
Phone Collection - China,"11.02 CSO check overdue trucks GPS: system allow user to upload truck GPS, system show reminder for the trucks which GPS is not online,  then CSO will contact customer to double check, then CSO can input check records: if Online, then OK"
Phone Collection - China,"11.03 CSO check overdue trucks GPS: system allow user to upload truck GPS, system show reminder for the trucks which GPS is not online,  then CSO will contact customer to double check, then CSO can input check records.: If Offline, then contact customer to double check"
Phone Collection - China,"11.04 CSO check overdue trucks GPS: system allow user to upload truck GPS, system show reminder for the trucks which GPS is not online,  then CSO will contact customer to double check, then CSO can input check records: historical data analysis capability"
Phone Collection - China,"13.01 System send various dunning letters/emails/SMS/daily overdue reports/monthly account table (daily overdue report, monthly account table(台账) which include contract information, payment information, finance information., this report is needed both for Truck and CE (if dealer portal can be implemented, these report will move to dealer portal))"
Phone Collection - China,13.02 System send various dunning letters/emails/SMS/daily overdue reports/monthly account table: send dunning letter / SMS
Phone Collection - China,L3 Default Identification
Phone Collection - China,L3 Dunning
Phone Collection - China,L3 Early Warning
Phone Collector - China,L2 Business Intelligence & Analytics
Phone Collector - China,L2 Digital Channel Management
Phone Collector - China,L2 Document Generation
Phone Collector - China,L2 Document Store & Archive
Phone Collector - China,L2 External Communication
Phone Collector - China,L2 Internal Communication
Phone Collector - China,L2 Market Regulation Compliance
Phone Collector - China,L3 Asset Collection
Phone Collector - China,L3 Asset Remarketing
Phone Collector - China,L3 Contract Termination
Phone Collector - China,L3 Customer Payment Management
Phone Collector - China,L3 Default Identification
Phone Collector - China,L3 Dunning
Phone Collector - China,L3 Early Warning
"Phone tracking, CMS/DCS access and usage, daily clearance process",Call overdue customer and record in DCS
"Phone tracking, CMS/DCS access and usage, daily clearance process",Login CMS and reporting center
"Phone tracking, CMS/DCS access and usage, daily clearance process",Login ICBC bank and download remittance list
"Phone tracking, CMS/DCS access and usage, daily clearance process",Login outlook to receive approval emails
"Phone tracking, CMS/DCS access and usage, daily clearance process",Login share drive to download reports
Physical Mandate Start,Fills Mandate Form Mannually
PingAccess,Virtual Machines
PingAccess - GOT,India Credit Portal Backend
PingFederate - GOT,API-C
Planning,Consider next steps and make plans
Planning,End of Term & Repurchase
Platform,AI Tooling
Platform,API
Platform,Auditing & Logging
Platform,Availability & Scalability
Platform,Big Data
Platform,Block Chain
Platform,Click Config/Development
Platform,Coding & Unit Testing
Platform,Costom Apps
Platform,Dashboards & Reporting
Platform,Development Management
Platform,Disaster Recovery
Platform,Doc Collaboration
Platform,File & Record Storage
Platform,Integration
Platform,ISV / App Packaging
Platform,Multi-Language
Platform,Platform Events
Platform,Privacy & Identity
Platform,Salesforce to Salesforce
Platform,Scheduled Jobs
Platform,Security
Platform,Single Sign On
Platform,Surveys
Platform,Workflow Management
PM China AFC Instance,019222_VFS Connect
PM China AFC Instance,Customized Queue for China E-Sign Call SDZB
PM China AFC Instance,PM China HMG Adaptor for SDZB
PM China new Edu App Server,PM China Edu SQL DB (new SQL2019)
PM China new Prod App Server,PM China Prod SQL DB (new SQL2019)
PM China new QA App Server,PM China QA SQL DB (new SQL2019)
PM China Prod SQL DB,CNTSNN056
PM China Test SQL DB,CNTSNN058
PM China UAT SQL DB,CNTSNN057
PM EMEA - Australia Instance,019222_VFS Connect
PM EMEA - Australia Instance,VFS Finscan - Australia Instance
PM EMEA - CN-FLC Instance,019222_VFS Connect
PM EMEA - CN-FLC Instance,VFS Finscan - CN-FLC Instance
PM HMG Adapter_Prod,Firewall Juniper in Tianjin
PM HMG Adaptor,SDZB Credit Service (Front-End Query)
PM Super User - China,02.05 Protect Customer Financial Data
PMCC - China,02.06 Verify Customer Information
PMCC - China,03.03 Authorization to Change Score Card Parameters
PMCC - China,03.04 Approval/Reject Credit Request
Populate Scorecards - A,Communicate Results - A
Populate Scorecards - A,Update Credit Limit (FP Request Only) - A
Portfolio Mgmt Manager - China,03.10 Segment Analysis
Post Funding Follow Up - US/CA,Wet-sign Contracts - US/CA
Post Information,""
Potential New Capability,"Ability of netting off of Floor Plan deal with retail deal, as per confirmation from Dealer"
Potential New Capability,Ability to initiate pull from Dealer account against this netting off
PPI - Payment Protection Insurance,""
PRD MQ SRV Channel - PBOC2.SRV01,CNTSNL0134-MQFT
PRD MQ SRV Channel - TWS.SRV01,CNTSNN067-MQFT
Pre-Binding Started,"FillI in Customer Info (name,ID,phone)"
Pre-defined master of locations or product required,Ability to calculate stamp charges
PREMIUM - Australia,DELUXE - Australia
PREMIUM - Australia,Engine Reparis
PREMIUM - Australia,Rear Axle Repairs
PREMIUM - Australia,Transmission Repairs
Prep for Payment and Booking - US/CA,Communicate Gaps to DFM / Dealer - US/CA
Prep for Payment and Booking - US/CA,Net the Wholesale Balance from Dealer Proceeds - US/CA
Prepare outbound call list,Activate jobs on production
Prepare Payment Allocation Spreadsheet (Manually),Upload allocation spreadsheet into CMS
Prepare the Offer Letter and shares PDF version with Sales,Receive Offer Letter
Prepare Write Off Proposal,Write Off Proposal Approval
PRE-PURCHASE,Awareness and Consideration
PRE-PURCHASE,Purchase
Preventive Maintenance,Axle / Steering / Chassis Check
Preventive Maintenance,Brake Check
Preventive Maintenance,Cab Check
Preventive Maintenance,Driveline Check
Preventive Maintenance,Electronic Check
Preventive Maintenance,Other Checks
Preventive Maintenance,Routing Service
Preventive Maintenance,Suspensions / Wheels Check
PRICING,PROMOTION
Pricing approval orchestration,L3 Offer Negotiation
Pricing approval orchestration,L3 Risk Decisioning
Pricing Committee,200 Core Functions
Pricing Committee,210 New Business
Pricing Committee,213 Pricing
Pricing Committee,213:1 Approve Pricing Rates / Price Lists and Concession Aut. Levels
Pricing Committee,213:3 Monitor and Review Profitability
Pricing Policy - India,1. Prepare Draft Base Rate Monthly Grid - India
Pricing Policy - India,2. Email Communication from Head of Finance - India
Pricing Policy - India,213:1 Approve Pricing Rates / Price Lists and Concession Aut. Levels
Pricing Policy - India,3. Price Updated in LOS - India
Printing files,L2 Document Distribution & Publication
Private Link,AKS
Private Link,Azure SQL
Private Link,Network Service
Process,Data
Process,L2 Customer Service
Process,L2 Underwriting
Process Customer Information Change,Customer Re-KYC / Re-UBO Check
Prod SQL DB for Finscan AFC,CNTSNN082
Produce PBOC Reports - China,Review & Check PBOC Reports - China
Produce Reports Required By EAST - China,Check EAST Reports Quality - China
Product & Services Rules (to be added),L2 Market Regulation Compliance
Product and Service Enabling,Agreement Management
Product and Service Enabling,Collateral Management
Product and Service Enabling,Financial Instrument Management
Product and Service Enabling,Financial Plan Management
Product and Service Enabling,Investment Portfolio Management
Product and Service Enabling,Issue Device Management
Product and Service Enabling,Money Movement Management
Product and Service Enabling,Order Management
Product and Service Enabling,Payment Management
Product and Service Enabling,Product Management
Product and Service Enabling,Trade Finance Management
Product and Service Enabling,Trust Management
Product Design and Pricing,L3 Product & Services Pricing
Product Design and Pricing,L3 Product Design
Product Design and Pricing,Local VFS and OEM Onboarding
Product Fit to Customer Specific Needs & Operations,Product Perform According to Customer Expectations
Product Head - India,1. Market Study/Feedback - India
Product Head - India,2. Product Design - India
Product Head - India,212:1 Approve New Finance Product
Product Head - India,3. BA Communication - India
Product Perform According to Customer Expectations,Customer Satisfaction
Product Perform According to Customer Expectations,High Customer Satisfaction
Pro-forma Pricing - India,1. Local market submits pricing matrix to region finance team to seek approval from VFS HQ
Pro-forma Pricing - India,"2. Portfolio pricing per month will be pre-announced by Head Finance in consultation with all other members of VFS India EMT, the pricing is announced in keeping the ATROE targets."
Pro-forma Pricing - India,213:3 Monitor and Review Profitability
Pro-forma Pricing - India,213:4 Approve Key Assumption in the Proforma Pricing Analysis
Pro-forma Pricing - India,213:5 Review and Approval of Proforma ATROE Reporting
Pro-forma Pricing - India,3.  Monthly BCS Reporting for ATROE is performed as per the deadlines
Project for China Wholesale Solution Development,Release 1 Development (From xxx To xxx)
Project for China Wholesale Solution Development,Release 2 Development
Project for China Wholesale Solution Development,Release 3 Development
Project for China Wholesale Solution Development,Release 4 Development
Project for China Wholesale Solution Development,Release 5 Development
Project for China Wholesale Solution Development,Release 6 Development
Project for China Wholesale Solution Development,Release 7 Development
Proposal to EMT - India,130:1 Approve System Ownership
Proprietary Database,Generate Excel with Template
ProSpread Hub,Assignment Engine
ProSpread Hub,Balance Engine
ProSpread Hub,Converting uploaded files to images
ProSpread Hub,Extraction
ProSpread Hub,Fast Table DetectionInitial pass at identifying tables in document
ProSpread Hub,"Image ProcessingNoise cancelling, de-skewing, sharpening"
ProSpread Hub,"OCR - Layout analysis, line and word detection, etc"
ProSpread Hub,"Table IdentificationClustering tables using detection of lines, texts & white spaces"
ProSpread Hub,Table ParsingAnalysis of strings of text to create tree of syntactic relationships.
Protection of Damage or Loss,Acquire Policy
Protection of Damage or Loss,Claims Assessment
Protection of Damage or Loss,Claims Settlement
Protection of Damage or Loss,Discover Protection Solutions
Protection of Damage or Loss,Fulfill policy obligation
Protection of Damage or Loss,Get Advice
Protection of Damage or Loss,Get Offer
Protection of Damage or Loss,Recognize Protection Needs
Protection of Damage or Loss,Report Incident
Provide clearance report,Clearance Report
Provide clearance report,Send Clearance Report to accouting by email
Provide details for eMandate registration to Sales team of  VFS India,Upload eMandate details to eNACH E-mandate portal
Provide KYC documents,Receive KYC document from Sales / Writers Team for CIBIL generation
"Provide multiple payment mechanism to customers, e.g. wallets, online, card, etc.","Ability to validate if the payment is received as per foreclosure amount, and initiate foreclosure. In case of difference, notify relevant stakeholders"
Provide Payer ID to Customer,Payment for Rental
Provide phone script/msg template for business/ regulation needs,Configure SMS template/phone script
Provide Rate Approval,L2 Financial Controlling
Provide Rate Approval,Receives Rate Approval and Issues Offer Letter
Provide template for msg/call,Configure SMS template/phone script
Provide volvo bank account number,Payment for Rental
Provides clarification to credit along with Pending documents,Share the documents with Credit
PSF-01 Receive Pricing Agreement Structure,PSF-02 VFS Request Credit Check
PSF-02 VFS Request Credit Check,PSF-03 Driver Orders Parts & Servicing
PSF-03 Driver Orders Parts & Servicing,PSF-04 Validate PO within Guidelines
PSF-04 Validate PO within Guidelines,PSF-05 Dealer Invoices VFS - Daily
PSF-05 Dealer Invoices VFS - Daily,PSF-06 VFS Create Payable to Dealer; Receivable to Customer
PSF-06 VFS Create Payable to Dealer; Receivable to Customer,PSF-07 VFS Pays Drivers (-x%) within 2 Days
PSF-07 VFS Pays Drivers (-x%) within 2 Days,PSF-08 Customer can Access Online Statement
PSF-08 Customer can Access Online Statement,PSF-09 Customer Pays Monthly
PSF-09 Customer Pays Monthly,VFS Earns Benefits
Purchase,Originations
Purchase,OWNERSHIP AND RE-PURCHASE
Purchase,Purchase
Purchase,Start Purchase of VFS Finance Product
Query Payer ID,129329_VFS China Payment Allocation System
Quotation,Calculating pricing matrix
Quotation,Default pricing configuration
Quotation,L2 Quote Management
Quotation - KR,Customer Onboarding - KR
Quotation - KR,L2 Commission Management
Quotation - KR,L2 Digital Channel Management
Quotation - KR,L3 Quote
Quote,Sales
QUOTE / DEAL,Junction between Quote/Deal and Product
Quote creation,019222_VFS Connect
Raise ET Request - China,Generate ET Quotation in Wholesale System - China
Raise Lump Sum Pay Request - China,Inform Accounting on the Dealer's Lump Sum Pay Request - China
Raise Work Order,Work Order Service
RBA (Risk Based Approach) Module,4. Calculate Partial AML Risk Score with RBA
RBA (Risk Based Approach) Module,Business Relationship Rules
RBA (Risk Based Approach) Module,Deal Conditions Rules
RBA (Risk Based Approach) Module,Distribution Channel Rules
RBA (Risk Based Approach) Module,Financial Screening Rules
RBA (Risk Based Approach) Module,Product & Services Rules (to be added)
RBA (Risk Based Approach) Module,UBO Rules (to be added)
RBA Module - Europe,019222_VFS Connect
RBA Module - Europe,037785_PM APAC (AFC)
RBA Module - Europe,L3 AML Risk Scoring
RBA Module - Europe,Screening Module - Europe
RBA Module - Europe,UBO Module - Europe
RBA with KYC Questions,Independent Reliable Source
RBI Defaulters / VFS Negative Customer List / Reject List,If Match Found
RBI Defaulters / VFS Negative Customer List / Reject List Check - India,221:1 Verify Customer Financial Information
RBI Defaulters / VFS Negative Customer List / Reject List Check - India,De-Dupe - India
RBI Defaulters / VFS Negative Customer List / Reject List Check - India,Reject Review - India
Real Estate Loans,""
"Real time flow is expected, not batch",Ability to import the case from LOS to LMS for contract activation
